,x,y,radius
0,0.0,0.0,0.0
1,0.040582125796937873,-0.9989012155644025,12.3139255
2,0.16206101595401634,-1.9912184161794295,12.3139255
3,0.3636359718472253,-2.9704109838324375,12.3139255
4,0.6439783610729357,-3.930024808343871,12.3139255
5,1.0012403748059668,-4.863734828068228,12.3139255
6,1.4330672071830222,-5.765386720002937,12.3139255
7,1.9366125764340811,-6.62903746451489,12.3139255
8,2.5085574854579527,-7.448994517312118,12.3139255
9,3.145132098186208,-8.219853330468013,12.3139255
10,3.8421405875427617,-8.93653297518742,12.3139255
11,4.594988791219814,-9.594309631515753,12.3139255
12,5.398714492983778,-10.18884772425184,12.3139255
13,5.547949200282093,-10.288553150526356,12.3139255
14,6.387432558503811,-10.831922366552988,68.83670521
15,7.234720656458002,-11.36303939011917,68.83670521
16,8.08963468763826,-11.88179213753142,68.83670521
17,8.951994236207817,-12.388071134377562,68.83670521
18,9.821617315073368,-12.88176953862962,68.83670521
19,10.698320404290534,-13.362783163191018,68.83670521
20,11.581918489792795,-13.831010497883653,68.83670521
21,12.472225102435694,-14.286352730869957,68.83670521
22,13.369052357348192,-14.728713769505525,68.83670521
23,14.272210993582704,-15.158000260617968,68.83670521
24,15.10341675601656,-15.539009124117875,68.83670521
25,16.026668021329492,-15.922836736294906,17.14489604
26,16.970723886031184,-16.25219225711365,17.14489604
27,17.932373612199374,-16.52595554707798,17.14489604
28,18.90834662511577,-16.74319553610012,17.14489604
29,19.895323636504276,-16.903173390073892,17.14489604
30,20.889947933444237,-17.005345023652556,17.14489604
31,21.888836794565023,-17.04936295068538,17.14489604
32,22.888592994695486,-17.035077466019448,17.14489604
33,23.88581635884091,-16.962537154647524,17.14489604
34,24.877115326192282,-16.831988726470282,17.14489604
35,25.85911848483874,-16.64387617723492,17.14489604
36,26.828486037953482,-16.39883927850376,17.14489604
37,27.781921162456676,-16.097711401788526,17.14489604
38,28.716181221524458,-15.741516684250339,17.14489604
39,29.628088792810264,-15.331466545604995,17.14489604
40,30.514542474871448,-14.868955568079468,17.14489604
41,31.372527435048468,-14.355556753431943,17.14489604
42,32.02592135020353,-13.916800792641643,17.14489604
43,32.84583742676836,-13.344323685256086,-104.7898011
44,33.67117918644449,-12.779696913995025,-104.7898011
45,34.50187146824196,-12.222971897445461,-104.7898011
46,35.337838623917435,-11.674199334609241,-104.7898011
47,36.17900452486327,-11.133429200286017,-104.7898011
48,37.025292569040246,-10.600710740522246,-104.7898011
49,37.87662568795347,-10.076092468126532,-104.7898011
50,38.73292635367069,-9.559622158251685,-104.7898011
51,39.29125441109132,-9.228834211202013,-104.7898011
52,40.16683449609508,-8.746028574033454,-17.96314465
53,41.06792186453821,-8.31268884244961,-17.96314465
54,41.9917246797684,-7.930157631814875,-17.96314465
55,42.935380725923615,-7.599620137585209,-17.96314465
56,43.895966275928,-7.322100463220131,-17.96314465
57,44.870505150067906,-7.098458447205626,-17.96314465
58,45.855977937081796,-6.92938699901881,-17.96314465
59,46.84933134919428,-6.815409952288299,-17.96314465
60,47.84748768210969,-6.756880441801819,-17.96314465
61,48.84735435065531,-6.75397980938963,-17.96314465
62,49.84583347053,-6.8067170420736005,-17.96314465
63,50.839831456471074,-6.914928744222735,-17.96314465
64,51.82626860710144,-7.078279643801437,-17.96314465
65,52.8020886467604,-7.29626363114199,-17.96314465
66,53.764268194754635,-7.56820532702281,-17.96314465
67,54.70982613269066,-7.8932621751941525,-17.96314465
68,55.63583284086627,-8.27042705286794,-17.96314465
69,55.705050607639535,-8.301066515981795,-17.96314465
70,56.61839278850158,-8.708259298392932,-919.2797583
71,57.53129148143847,-9.116445380742107,-919.2797583
72,58.44374560619315,-9.525624280011925,-919.2797583
73,59.355754083034526,-9.935795512010259,-919.2797583
74,60.26731583275887,-10.34695859137048,-919.2797583
75,61.178429776691075,-10.759113031552602,-919.2797583
76,62.08909483668589,-11.172258344843272,-919.2797583
77,62.99930993512936,-11.586394042356915,-919.2797583
78,63.909073994939945,-12.001519634035617,-919.2797583
79,64.81838593956962,-12.417634628650376,-919.2797583
80,65.72724469300573,-12.834738533801215,-919.2797583
81,66.63564917977152,-13.252830855918319,-919.2797583
82,66.64432254900714,-13.256828538898503,-919.2797583
83,67.56560731954946,-13.645253038355268,15.19696754
84,68.51043913760287,-13.972257710807108,15.19696754
85,69.47472837403832,-14.236427142623523,15.19696754
86,70.45430117984391,-14.436617897499003,15.19696754
87,71.44491755229735,-14.571963465725824,15.19696754
88,72.44228968747936,-14.641878014812178,15.19696754
89,73.44210053969076,-14.64605892521136,15.19696754
90,74.44002250744033,-14.58448810018634,15.19696754
91,75.43173616512254,-14.457432044140024,15.19696754
92,76.41294895930652,-14.265440709072235,15.19696754
93,77.37941378871116,-14.00934511415635,15.19696754
94,78.32694738744401,-13.690253748739133,15.19696754
95,79.00306394840362,-13.418866472953852,15.19696754
96,79.92301619605946,-13.026839474558159,-175.8591901
97,80.84518276813712,-12.640049972657266,-175.8591901
98,81.769533846667,-12.258510473969551,-175.8591901
99,82.69603954304414,-11.882233315456176,-175.8591901
100,83.62466989899474,-11.511230663922106,-175.8591901
101,84.55539488754472,-11.145514515622892,-175.8591901
102,85.48818441399078,-10.78509669587649,-175.8591901
103,86.42300831687339,-10.429988858681185,-175.8591901
104,87.35983636895207,-10.080202486338493,-175.8591901
105,88.29863827818286,-9.735748889082146,-175.8591901
106,88.86922913924298,-9.52934738625035,-175.8591901
107,89.81347572699343,-9.200158039517618,-50.43874677
108,90.76406283227911,-8.889752820899638,-50.43874677
109,91.72061681875213,-8.598253737808044,-50.43874677
110,92.68276170473123,-8.325775366437085,-50.43874677
111,93.65011931098448,-8.07242480672845,-50.43874677
112,94.62230940937594,-7.838301640274764,-50.43874677
113,95.59894987231753,-7.623497891178161,-50.43874677
114,96.5796568229675,-7.428097989879447,-50.43874677
115,97.56404478611653,-7.2521787399719955,-50.43874677
116,98.55172683970203,-7.095809288013442,-50.43874677
117,99.54231476689115,-6.959051096347018,-50.43874677
118,100.53541920867268,-6.841957918943294,-50.43874677
119,101.53064981689795,-6.744575780271717,-50.43874677
120,102.5276154077105,-6.666942957210246,-50.43874677
121,103.52592411530418,-6.609089964000383,-50.43874677
122,104.52518354594937,-6.571039540253224,-50.43874677
123,105.29633917593954,-6.555227814488646,-50.43874677
124,106.29626031851363,-6.54267077968052,-1680.442409
125,107.29618875649801,-6.530708781521298,-1680.442409
126,108.29612413579618,-6.519341824247249,-1680.442409
127,109.29606610230917,-6.508569911883114,-1680.442409
128,110.29601430193568,-6.498393048243997,-1680.442409
129,111.29596838057222,-6.488811236933543,-1680.442409
130,112.2959279841132,-6.479824481344622,-1680.442409
131,113.29589275845107,-6.471432784660237,-1680.442409
132,114.29586234947648,-6.463636149851482,-1680.442409
133,115.29583640307833,-6.456434579679581,-1680.442409
134,116.29581456514396,-6.449828076694757,-1680.442409
135,117.29579648155926,-6.44381664323646,-1680.442409
136,118.2957817982088,-6.438400281433587,-1680.442409
137,119.2957701609759,-6.433578993204037,-1680.442409
138,120.29576121574289,-6.429352780255385,-1680.442409
139,121.29575460839102,-6.425721644083751,-1680.442409
140,122.29574998480084,-6.422685585975614,-1680.442409
141,123.29574699085211,-6.420244607005543,-1680.442409
142,124.29574527242406,-6.418398708038239,-1680.442409
143,125.29574447539544,-6.41714788972763,-1680.442409
144,126.2957442456447,-6.416492152515957,-1680.442409
145,127.29574422905004,-6.416431496636051,-1680.442409
146,128.29574407148968,-6.416965922109057,-1680.442409
147,129.29574341884177,-6.418095428746028,-1680.442409
148,130.29574191698472,-6.419820016146559,-1680.442409
149,131.2957392117972,-6.4221396837003795,-1680.442409
150,132.29573494915834,-6.42505443058576,-1680.442409
151,133.2957287749478,-6.428564255770425,-1680.442409
152,134.2957203350459,-6.432669158012004,-1680.442409
153,135.2957092753338,-6.4373691358562155,-1680.442409
154,136.29569524169355,-6.442664187639139,-1680.442409
155,137.2956778800083,-6.448554311485168,-1680.442409
156,138.29565683616232,-6.455039505309287,-1680.442409
157,139.29563175604125,-6.4621197668143395,-1680.442409
158,140.2956022855321,-6.469795093493076,-1680.442409
159,141.29556807052347,-6.478065482627926,-1680.442409
160,142.2955287569056,-6.486930931289635,-1680.442409
161,143.29548399057063,-6.496391436338854,-1680.442409
162,144.2954334174125,-6.506446994425687,-1680.442409
163,145.2953766833273,-6.517097601989235,-1680.442409
164,146.29531343421328,-6.528343255257596,-1680.442409
165,147.295243315971,-6.540183950248547,-1680.442409
166,148.29516597450342,-6.552619682769091,-1680.442409
167,149.29508105571608,-6.565650448415454,-1680.442409
168,150.2949882055172,-6.5792762425733144,-1680.442409
169,151.29488706981783,-6.593497060417121,-1680.442409
170,152.29477729453194,-6.6083128969112295,-1680.442409
171,153.29465852557655,-6.623723746808992,-1680.442409
172,154.29453040887185,-6.639729604652985,-1680.442409
173,155.2943925903414,-6.656330464775465,-1680.442409
174,156.29424471591216,-6.673526321297231,-1680.442409
175,157.29408643151461,-6.691317168129217,-1680.442409
176,158.29391738308297,-6.709702998971579,-1680.442409
177,159.29373721655526,-6.728683807312791,-1680.442409
178,160.29354557787343,-6.748259586431459,-1680.442409
179,161.2933421129835,-6.768430329396097,-1680.442409
180,162.2931264678357,-6.78919602906285,-1680.442409
181,163.2928982883845,-6.810556678078683,-1680.442409
182,164.29265722058886,-6.832512268879327,-1680.442409
183,165.29240291041233,-6.8550627936895125,-1680.442409
184,166.29213500382315,-6.878208244524103,-1680.442409
185,167.29185314679427,-6.90194861318605,-1680.442409
186,167.9138056182276,-6.917018515889367,-1680.442409
187,168.91331415131333,-6.94812664281487,-74.59326303
188,169.9123158448113,-6.992631020804225,-74.59326303
189,170.91063115901574,-7.050523651569762,-74.59326303
190,171.90808067757632,-7.121794130698817,-74.59326303
191,172.90448513974283,-7.2064296495235425,-74.59326303
192,173.8996654725816,-7.304414997422924,-74.59326303
193,174.89344282315844,-7.415732564556421,-74.59326303
194,175.88563859068188,-7.540362345028754,-74.59326303
195,176.8760744586012,-7.678281940485405,-74.59326303
196,177.8645724266533,-7.8294665641379595,-74.59326303
197,178.85095484285264,-7.993889045218822,-74.59326303
198,179.8350444354189,-8.171519833864295,-74.59326303
199,180.81666434463597,-8.36232700642526,-74.59326303
200,181.79563815463706,-8.566276271204458,-74.59326303
201,182.77178992511003,-8.783330974619417,-74.59326303
202,183.74494422291713,-9.013452107789718,-74.59326303
203,184.71492615362385,-9.256598313547698,-74.59326303
204,185.68156139293066,-9.512725893871078,-74.59326303
205,186.64467621800247,-9.781788817736384,-74.59326303
206,187.60409753868993,-10.063738729391574,-74.59326303
207,188.55965292863706,-10.358524957046498,-74.59326303
208,189.51117065626957,-10.666094521979545,-74.59326303
209,190.45847971565826,-10.986392148059025,-74.59326303
210,191.4014098572521,-11.319360271677269,-74.59326303
211,192.33979161847532,-11.664939052095932,-74.59326303
212,193.27345635418305,-12.023066382200511,-74.59326303
213,194.20223626697012,-12.393677899662208,-74.59326303
214,195.12596443732747,-12.776706998505048,-74.59326303
215,196.04447485364062,-13.172084841076213,-74.59326303
216,196.95760244202543,-13.579740370417596,-74.59326303
217,197.86518309599472,-13.999600323035978,-74.59326303
218,198.76705370595158,-14.431589242069904,-74.59326303
219,199.66305218850312,-14.875629490850756,-74.59326303
220,200.55301751559006,-15.331641266855584,-74.59326303
221,201.43678974342652,-15.79954261604901,-74.59326303
222,202.31421004124493,-16.27924944761206,-74.59326303
223,203.18512071984105,-16.77067554905487,-74.59326303
224,203.52350704916162,-16.965796364702314,-74.59326303
225,204.40558537486353,-17.436452559295997,14.07510762
226,205.31884916890468,-17.843304705260696,14.07510762
227,206.2586904564268,-18.18429998448202,14.07510762
228,207.22036716284876,-18.457717867049908,14.07510762
229,208.19902704053536,-18.66217879238517,14.07510762
230,209.18973215135682,-18.796651129967042,14.07510762
231,210.1874837816092,-18.860456384540655,14.07510762
232,211.1872476635848,-18.85327261954089,14.07510762
233,212.18397937653424,-18.775136081459422,14.07510762
234,213.17264979885692,-18.626441016958978,14.07510762
235,214.1482704830978,-18.4079376836576,14.07510762
236,215.10591882571842,-18.120728564619718,14.07510762
237,216.04076290464468,-17.766262805654264,14.07510762
238,216.94808585927169,-17.34632890348702,14.07510762
239,217.8233096899125,-16.86304568169988,14.07510762
240,218.6394360327916,-16.334638495036035,14.07510762
241,219.4599442525393,-15.763003885061494,-788.5830965
242,220.28117670061147,-15.192410218581017,-788.5830965
243,221.1031320564088,-14.622858413149515,-788.5830965
244,221.92580899816926,-14.054349384646116,-788.5830965
245,222.74920620297058,-13.486884047273406,-788.5830965
246,223.5733223467322,-12.920463313555388,-788.5830965
247,224.3981561042175,-12.355088094336338,-788.5830965
248,225.22370614903582,-11.790759298779562,-788.5830965
249,226.04997115364478,-11.227477834365232,-788.5830965
250,226.87694978935212,-10.665244606889473,-788.5830965
251,227.7046407263182,-10.104060520462895,-788.5830965
252,228.53304263355778,-9.54392647750899,-788.5830965
253,229.36215417894243,-8.984843378762434,-788.5830965
254,230.19197402920258,-8.426812123268178,-788.5830965
255,231.02250084992966,-7.8698336083798495,-788.5830965
256,231.85373330557803,-7.313908729757827,-788.5830965
257,232.68567005946778,-6.759038381368441,-788.5830965
258,233.51830977378592,-6.205223455482269,-788.5830965
259,234.3516511095894,-5.65246484267243,-788.5830965
260,235.1856927268069,-5.100763431813789,-788.5830965
261,236.02043328424082,-4.5501201100807975,-788.5830965
262,236.8558714395698,-4.000535762946811,-788.5830965
263,237.6920058493505,-3.4520112741817,-788.5830965
264,238.52883516902006,-2.90454752585174,-788.5830965
265,239.36635805289825,-2.358145398316992,-788.5830965
266,240.2045731541894,-1.8128057702303977,-788.5830965
267,241.04347912498474,-1.2685295185362975,-788.5830965
268,241.88307461626454,-0.7253175184692964,-788.5830965
269,242.72335827790027,-0.18317064355233015,-788.5830965
270,243.5643287586568,0.35791023440435765,-788.5830965
271,244.4059847061946,0.8979242453044662,-788.5830965
272,245.24832476707172,1.4368705207677976,-788.5830965
273,246.0913475867461,1.9747481941308251,-788.5830965
274,246.145970936382,2.0095479108310883,-788.5830965
275,247.0044633616718,2.522101508622651,-17.2640866
276,247.89118840982712,2.9840962313879604,-17.2640866
277,248.80317181123357,3.3939824478531797,-17.2640866
278,249.73735457423948,3.7503853100634377,-17.2640866
279,250.69060324568252,4.052109364923373,-17.2640866
280,251.65972042117636,4.298142564008101,-17.2640866
281,252.6414554699039,4.4876596581948025,-17.2640866
282,253.63251543794343,4.620024965728673,-17.2640866
283,254.62957609355578,4.694794504438443,-17.2640866
284,255.62929307738423,4.711717480949632,-17.2640866
285,256.6283131201666,4.67073713190033,-17.2640866
286,257.62328529033323,4.571990914337926,-17.2640866
287,258.6108722337641,4.415810044658121,-17.2640866
288,259.5877613680036,4.202718387632755,-17.2640866
289,260.5506759933864,3.933430699252865,-17.2640866
290,261.496386283804,3.608850229280863,-17.2640866
291,262.4217201202477,3.2300656915534294,-17.2640866
292,263.3235737307889,2.798347612197359,-17.2640866
293,263.68977322299264,2.604228622907854,-17.2640866
294,264.56772127112527,2.125472722768791,2545.351323
295,265.4458573418001,1.647061781717639,2545.351323
296,266.32418129947746,1.1689958735964865,2545.351323
297,267.20269300858877,0.6912750721949124,2545.351323
298,268.08139233353654,0.21389945124883525,2545.351323
299,268.9602791386942,-0.26313091555994106,2545.351323
300,269.83935328840585,-0.739815954601454,2545.351323
301,270.7186146469876,-1.216155592299856,2545.351323
302,271.5980630787258,-1.6921497551329594,2545.351323
303,272.4776984478783,-2.167798369630873,2545.351323
304,273.3575206186738,-2.64310136237782,2545.351323
305,274.2375294553128,-3.1180586600107745,2545.351323
306,275.1177248219667,-3.5926701892208257,2545.351323
307,275.9981065827774,-4.066935876751813,2545.351323
308,276.8786746018591,-4.540855649401237,2545.351323
309,277.75942874329644,-5.014429434020258,2545.351323
310,278.64036887114617,-5.4876571575127855,2545.351323
311,279.5214948494354,-5.960538746836846,2545.351323
312,280.40280654216326,-6.433074129002762,2545.351323
313,281.28430381329986,-6.905263231075423,2545.351323
314,282.1659865267868,-7.377105980173383,2545.351323
315,283.0478545465369,-7.8486023034670325,2545.351323
316,283.9299077364344,-8.319752128182245,2545.351323
317,284.81214596033533,-8.790555381596732,2545.351323
318,285.6945690820669,-9.261011991042324,2545.351323
319,286.5771769654275,-9.731121883904962,2545.351323
320,287.45996947418735,-10.20088498762334,2545.351323
321,288.3429464720882,-10.670301229689812,2545.351323
322,289.22610782284323,-11.139370537650393,2545.351323
323,290.1094533901369,-11.608092839103847,2545.351323
324,290.99298303762566,-12.076468061704418,2545.351323
325,291.8766966289372,-12.54449613315819,2545.351323
326,292.32438701109754,-12.781430101601018,2545.351323
327,293.2206359020631,-13.224700308104428,18.27664245
328,294.13978485347604,-13.618293696828246,18.27664245
329,295.0790829025431,-13.961032264178623,18.27664245
330,296.0357187813183,-14.251890212274674,18.27664245
331,297.0068293306747,-14.489997019105683,18.27664245
332,297.98950806958413,-14.674640043956128,18.27664245
333,298.9808138940566,-14.80526666030056,18.27664245
334,299.97777987970437,-14.881485909784708,18.27664245
335,300.9774221615855,-14.903069672342582,18.27664245
336,301.9767488647488,-14.869953348947387,18.27664245
337,302.9727690587534,-14.782236054952921,18.27664245
338,303.96250170936,-14.640180323446696,18.27664245
339,304.9429846006048,-14.44421131950271,18.27664245
340,305.9112832005503,-14.194915567685499,18.27664245
341,306.1514311974329,-14.124247434718207,18.27664245
342,307.1139567919268,-13.853269596875123,-26.86115179
343,308.08590121679066,-13.618304613028652,-26.86115179
344,309.06591755137595,-13.419678097669017,-26.86115179
345,310.0526476889811,-13.2576653074344,-26.86115179
346,311.0447242189159,-13.132490759660271,-26.86115179
347,312.04077232145926,-13.044327921243248,-26.86115179
348,313.03941167308443,-12.993298968250667,-26.86115179
349,314.0392583593117,-12.979474616608975,-26.86115179
350,315.0389267925368,-13.002874024105594,-26.86115179
351,316.0370316321786,-13.063464763840063,-26.86115179
352,317.032189704484,-13.161162869161235,-26.86115179
353,318.0230219193303,-13.29583295002826,-26.86115179
354,319.0081551813683,-13.46728838063413,-26.86115179
355,319.9862242928581,-13.67529155803172,-26.86115179
356,320.95587384555995,-13.919554231403982,-26.86115179
357,321.9157600990594,-14.199737901521917,-26.86115179
358,322.8645528429225,-14.515454289836875,-26.86115179
359,323.3660221093795,-14.698380593248821,-26.86115179
360,324.31212916111633,-15.021759791741736,16.46541517
361,325.276119705739,-15.287117831458255,16.46541517
362,326.25443911730866,-15.49347622917952,16.46541517
363,327.2434799335154,-15.640074057407505,16.46541517
364,328.2395951578618,-15.726370750214775,16.46541517
365,329.23911170762483,-15.752048096531313,16.46541517
366,330.2383439580089,-15.717011413518412,16.46541517
367,331.23360733254583,-15.621389895702864,16.46541517
368,332.2212318896302,-15.465536138584111,16.46541517
369,333.1975758550889,-15.25002483847096,16.46541517
370,334.1590390508868,-14.975650673342114,16.46541517
371,334.41566612066873,-14.89158871154303,16.46541517
372,335.3704568798748,-14.594611863516455,-21.55428282
373,336.33799340196725,-14.342235714591226,-21.55428282
374,337.3161934875686,-14.135003394094422,-21.55428282
375,338.302951988643,-13.973360878998353,-21.55428282
376,339.2961453389065,-13.857656034150093,-21.55428282
377,340.29363612387573,-13.788137863644486,-21.55428282
378,341.29327768071784,-13.764955974951683,-21.55428282
379,342.2929187180037,-13.788160256952466,-21.55428282
380,343.29040794542226,-13.857700772574244,-21.55428282
381,344.2835987034926,-13.973427866258778,-21.55428282
382,345.2703535833099,-14.13509248603033,-21.55428282
383,346.24854902638344,-14.342346719471177,-21.55428282
384,347.2160798946683,-14.594744542450968,-21.55428282
385,348.17086400095445,-14.891742778998697,-21.55428282
386,349.1108465898643,-15.232702270251508,-21.55428282
387,349.40838544221714,-15.351058718610545,-21.55428282
388,350.3428842434819,-15.706792242568742,22.42842549
389,351.29230991568693,-16.020520218036136,22.42842549
390,352.25477537388366,-16.29161907714659,22.42842549
391,353.22836761515583,-16.519549981956708,22.42842549
392,354.21115152091704,-16.7038598954438,22.42842549
393,355.2011737031659,-16.844182481965372,22.42842549
394,356.1964663870532,-16.94023883539035,22.42842549
395,357.1950513220447,-16.991838033454805,22.42842549
396,358.19494371390545,-16.99887751724035,22.42842549
397,359.19415616969013,-16.96134329502095,22.42842549
398,360.1907026478992,-16.879309970072963,22.42842549
399,361.1826024059482,-16.752940592393173,22.42842549
